Null (reference),Null (threshold),Full,Null (reference)_ave,Null (threshold)_ave,Full_ave
12359.0,12212.0,29116.0,12.4,12.2,29.1
11858.0,12617.0,27043.0,11.9,12.6,27.1
12549.0,11973.0,27604.0,12.6,12.0,27.6
12573.0,12092.0,28991.0,12.6,12.1,29.0
12637.0,11984.0,27495.0,12.6,12.0,27.5
11411.0,12371.0,28015.0,11.4,12.4,28.0
11886.0,12136.0,28437.0,11.9,12.1,28.5
12321.0,12385.0,27770.0,12.3,12.4,27.8
11981.0,11818.0,27562.0,12.0,11.8,27.6
12814.0,12160.0,28343.0,12.8,12.2,28.4
12707.0,11872.0,28565.0,12.7,11.9,28.6
11855.0,12000.0,28750.0,11.9,12.0,28.8
12357.0,12453.0,27947.0,12.4,12.5,28.0
12827.0,12179.0,28876.0,12.8,12.2,28.9
12524.0,12326.0,28196.0,12.5,12.3,28.2
12404.0,11833.0,28109.0,12.4,11.8,28.1
12258.0,12070.0,27999.0,12.3,12.1,28.0
12558.0,11941.0,27133.0,12.6,12.0,27.2
12278.0,12462.0,28589.0,12.3,12.5,28.6
12459.0,12072.0,27358.0,12.5,12.1,27.4
11263.0,12040.0,28338.0,11.3,12.1,28.4
12576.0,12191.0,28135.0,12.6,12.2,28.2
11463.0,11918.0,27908.0,11.5,11.9,27.9
12766.0,12093.0,28488.0,12.8,12.1,28.5
12981.0,12270.0,27574.0,13.0,12.3,27.6
12444.0,12180.0,27381.0,12.5,12.2,27.4
11771.0,12275.0,28417.0,11.8,12.3,28.4
13047.0,12328.0,27264.0,13.1,12.3,27.3
12432.0,12205.0,28619.0,12.4,12.2,28.6
12507.0,12464.0,27798.0,12.5,12.5,27.8
11588.0,12307.0,28230.0,11.6,12.3,28.3
12184.0,12067.0,28044.0,12.2,12.1,28.1
12770.0,11902.0,28056.0,12.8,11.9,28.1
11611.0,12283.0,28179.0,11.6,12.3,28.2
12595.0,12037.0,28313.0,12.6,12.0,28.3
12732.0,12277.0,27048.0,12.7,12.3,27.1
11870.0,12402.0,28406.0,11.9,12.4,28.4
11479.0,12167.0,27848.0,11.5,12.2,27.9
11857.0,12308.0,29106.0,11.9,12.3,29.1
12782.0,12236.0,28778.0,12.8,12.2,28.8
12383.0,12697.0,28754.0,12.4,12.7,28.8
12216.0,12501.0,27909.0,12.2,12.5,27.9
11571.0,12354.0,29248.0,11.6,12.4,29.3
11367.0,12554.0,28352.0,11.4,12.6,28.4
11935.0,11897.0,28237.0,11.9,11.9,28.3
12637.0,12523.0,27975.0,12.6,12.5,28.0
12352.0,12019.0,28143.0,12.4,12.0,28.2
12786.0,12083.0,27617.0,12.8,12.1,27.6
12485.0,12065.0,29210.0,12.5,12.1,29.2
12273.0,12154.0,28720.0,12.3,12.2,28.7
11898.0,12469.0,27722.0,11.9,12.5,27.7
12779.0,12725.0,28299.0,12.8,12.7,28.3
12470.0,12292.0,27968.0,12.5,12.3,28.0
12646.0,12131.0,28061.0,12.7,12.1,28.1
12989.0,12534.0,28424.0,13.0,12.5,28.5
11889.0,12540.0,28497.0,11.9,12.6,28.5
12239.0,11901.0,27452.0,12.3,11.9,27.5
12165.0,12214.0,28936.0,12.2,12.2,29.0
12729.0,12458.0,27977.0,12.7,12.5,28.0
12177.0,12121.0,27820.0,12.2,12.1,27.8
12933.0,12621.0,27707.0,12.9,12.6,27.7
12302.0,12183.0,28555.0,12.3,12.2,28.6
12237.0,11971.0,28893.0,12.2,12.0,28.9
12256.0,12291.0,28444.0,12.3,12.3,28.5
11192.0,12342.0,29547.0,11.2,12.4,29.6
12567.0,11950.0,28241.0,12.6,12.0,28.3
12368.0,12266.0,28218.0,12.4,12.3,28.2
11948.0,12379.0,27937.0,12.0,12.4,28.0
12023.0,12519.0,28470.0,12.0,12.5,28.5
12015.0,12158.0,28812.0,12.0,12.2,28.8
11623.0,12234.0,28504.0,11.6,12.2,28.5
11616.0,12290.0,28300.0,11.6,12.3,28.3
12162.0,12136.0,28218.0,12.2,12.1,28.2
13160.0,12242.0,27961.0,13.2,12.3,28.0
11867.0,12206.0,27587.0,11.9,12.2,27.6
13899.0,12139.0,27312.0,13.9,12.2,27.3
12018.0,12343.0,28022.0,12.0,12.4,28.1
11522.0,12041.0,28425.0,11.5,12.1,28.5
12478.0,11966.0,29119.0,12.5,12.0,29.1
11929.0,12177.0,28428.0,11.9,12.2,28.5
12591.0,12417.0,27633.0,12.6,12.4,27.7
11228.0,11761.0,27481.0,11.2,11.8,27.5
12581.0,12102.0,28336.0,12.6,12.1,28.4
12201.0,12367.0,28992.0,12.2,12.4,29.0
12726.0,12143.0,28260.0,12.7,12.2,28.3
12493.0,12230.0,29158.0,12.5,12.2,29.2
12313.0,12457.0,28961.0,12.3,12.5,29.0
12359.0,12562.0,28726.0,12.4,12.6,28.8
12773.0,12239.0,28763.0,12.8,12.3,28.8
12069.0,12106.0,28818.0,12.1,12.1,28.8
12426.0,12416.0,28182.0,12.4,12.4,28.2
12427.0,12256.0,27841.0,12.4,12.3,27.9
12801.0,12462.0,28290.0,12.8,12.5,28.3
12530.0,12150.0,28421.0,12.5,12.2,28.4
12704.0,12476.0,28497.0,12.7,12.5,28.5
12728.0,12311.0,28241.0,12.7,12.3,28.3
12622.0,12308.0,27870.0,12.6,12.3,27.9
12488.0,12078.0,28803.0,12.5,12.1,28.8
11737.0,12192.0,27858.0,11.7,12.2,27.9
12613.0,12470.0,27208.0,12.6,12.5,27.2
13260.0,12622.0,27412.0,13.3,12.6,27.4
12256.0,12242.0,28312.0,12.3,12.3,28.3
12317.0,12602.0,28061.0,12.3,12.6,28.1
12235.0,12372.0,28744.0,12.2,12.4,28.8
12743.0,12389.0,28359.0,12.8,12.4,28.4
13380.0,12152.0,27596.0,13.4,12.2,27.6
12248.0,12457.0,27611.0,12.3,12.5,27.6
13324.0,12233.0,28285.0,13.3,12.2,28.3
12115.0,12589.0,28384.0,12.1,12.6,28.4
12174.0,11767.0,28577.0,12.2,11.8,28.6
13805.0,12104.0,27590.0,13.8,12.1,27.6
12166.0,12545.0,28054.0,12.2,12.6,28.1
12499.0,12283.0,29270.0,12.5,12.3,29.3
12551.0,12261.0,28487.0,12.6,12.3,28.5
11809.0,12433.0,28810.0,11.8,12.4,28.8
11779.0,12539.0,28304.0,11.8,12.6,28.3
11996.0,12523.0,28052.0,12.0,12.5,28.1
12111.0,12233.0,27782.0,12.1,12.2,27.8
10768.0,9834.0,24712.0,10.8,9.8,24.7
10944.0,10024.0,24074.0,11.0,10.0,24.1
10649.0,9939.0,25000.0,10.7,9.9,25.0
10710.0,10218.0,24928.0,10.7,10.2,25.0
11005.0,10166.0,23933.0,11.0,10.2,24.0
10256.0,10492.0,24467.0,10.3,10.5,24.5
10800.0,10048.0,24240.0,10.8,10.1,24.3
10160.0,10004.0,24022.0,10.2,10.0,24.0
10068.0,9976.0,23781.0,10.1,10.0,23.8
10479.0,10682.0,24153.0,10.5,10.7,24.2
10262.0,10099.0,24080.0,10.3,10.1,24.1
11101.0,9912.0,23891.0,11.1,9.9,23.9
10437.0,9832.0,24318.0,10.4,9.8,24.3
10211.0,10171.0,24354.0,10.2,10.2,24.4
11508.0,10236.0,24850.0,11.5,10.2,24.9
9404.0,10089.0,25128.0,9.4,10.1,25.2
9760.0,10086.0,24206.0,9.8,10.1,24.2
10465.0,10067.0,24787.0,10.5,10.1,24.8
10290.0,10089.0,24576.0,10.3,10.1,24.6
10442.0,10187.0,25645.0,10.5,10.2,25.7
9284.0,10021.0,25489.0,9.3,10.0,25.5
9961.0,10132.0,24246.0,10.0,10.1,24.3
9627.0,9917.0,25006.0,9.6,9.9,25.0
10626.0,10291.0,24345.0,10.6,10.3,24.4
11344.0,10183.0,24757.0,11.4,10.2,24.8
9804.0,10328.0,25283.0,9.8,10.3,25.3
10753.0,10113.0,24973.0,10.8,10.1,25.0
9780.0,10425.0,24264.0,9.8,10.4,24.3
11502.0,10271.0,25353.0,11.5,10.3,25.4
11506.0,10382.0,24620.0,11.5,10.4,24.6
10879.0,10367.0,24517.0,10.9,10.4,24.5
10704.0,9909.0,24979.0,10.7,9.9,25.0
10585.0,10248.0,25216.0,10.6,10.3,25.2
11053.0,10522.0,24767.0,11.1,10.5,24.8
9826.0,9938.0,24798.0,9.8,9.9,24.8
10778.0,10102.0,25445.0,10.8,10.1,25.5
10141.0,10240.0,24856.0,10.2,10.3,24.9
10760.0,9952.0,24437.0,10.8,10.0,24.5
9293.0,10566.0,24100.0,9.3,10.6,24.1
10761.0,10003.0,23731.0,10.8,10.0,23.8
10109.0,10048.0,25025.0,10.1,10.1,25.1
11770.0,10406.0,24870.0,11.8,10.4,24.9
10227.0,10189.0,23830.0,10.2,10.2,23.9
10758.0,10112.0,25337.0,10.8,10.1,25.4
11195.0,10155.0,25381.0,11.2,10.2,25.4
10232.0,10134.0,26214.0,10.2,10.1,26.2
11310.0,10354.0,24743.0,11.3,10.4,24.8
10176.0,10245.0,24313.0,10.2,10.3,24.3
10487.0,10776.0,24754.0,10.5,10.8,24.8
10003.0,10272.0,24745.0,10.0,10.3,24.8
11172.0,10081.0,25233.0,11.2,10.1,25.3
11046.0,10368.0,25416.0,11.1,10.4,25.4
10914.0,10541.0,25597.0,10.9,10.6,25.6
10396.0,10306.0,25886.0,10.4,10.3,25.9
9617.0,10387.0,24878.0,9.6,10.4,24.9
10451.0,9954.0,25428.0,10.5,10.0,25.5
10608.0,10123.0,25164.0,10.6,10.1,25.2
11434.0,10639.0,25205.0,11.4,10.6,25.2
10542.0,10338.0,24718.0,10.6,10.3,24.7
10541.0,10367.0,25563.0,10.6,10.4,25.6
11633.0,10411.0,25881.0,11.6,10.4,25.9
10686.0,10388.0,24754.0,10.7,10.4,24.8
10952.0,10594.0,24835.0,11.0,10.6,24.9
11004.0,10184.0,25106.0,11.0,10.2,25.1
11452.0,10321.0,25713.0,11.5,10.3,25.7
9877.0,10240.0,25425.0,9.9,10.3,25.5
10682.0,10392.0,25622.0,10.7,10.4,25.6
10595.0,10657.0,25366.0,10.6,10.7,25.4
11155.0,10651.0,24756.0,11.2,10.7,24.8
10764.0,10291.0,26118.0,10.8,10.3,26.1
10967.0,10303.0,25203.0,11.0,10.3,25.2
11485.0,10508.0,25708.0,11.5,10.5,25.7
11420.0,10225.0,24781.0,11.4,10.2,24.8
11188.0,10789.0,25055.0,11.2,10.8,25.1
10431.0,10515.0,25265.0,10.4,10.5,25.3
10466.0,10463.0,25627.0,10.5,10.5,25.7
10418.0,10074.0,26218.0,10.4,10.1,26.2
11240.0,10260.0,25958.0,11.3,10.3,26.0
10567.0,10789.0,24775.0,10.6,10.8,24.8
10790.0,10458.0,26257.0,10.8,10.5,26.3
9934.0,10760.0,25351.0,9.9,10.8,25.4
11155.0,10211.0,25502.0,11.2,10.2,25.5
11059.0,10469.0,25969.0,11.1,10.5,26.0
10695.0,10537.0,25005.0,10.7,10.5,25.0
11149.0,10848.0,25471.0,11.2,10.9,25.5
10867.0,10538.0,25801.0,10.9,10.5,25.8
11830.0,10223.0,26174.0,11.8,10.2,26.2
10829.0,10849.0,25532.0,10.8,10.9,25.6
10670.0,10216.0,26025.0,10.7,10.2,26.1
11214.0,10600.0,25949.0,11.2,10.6,26.0
11005.0,10363.0,25257.0,11.0,10.4,25.3
10994.0,10285.0,25348.0,11.0,10.3,25.4
11062.0,10640.0,25220.0,11.1,10.7,25.2
10883.0,10655.0,25741.0,10.9,10.7,25.8
12017.0,10491.0,25070.0,12.0,10.5,25.1
10556.0,10281.0,26608.0,10.6,10.3,26.6
10456.0,10549.0,25934.0,10.5,10.6,26.0
10320.0,10425.0,25978.0,10.3,10.4,26.0
10296.0,10610.0,25888.0,10.3,10.6,25.9
10475.0,10386.0,24833.0,10.5,10.4,24.9
10787.0,9952.0,25376.0,10.8,10.0,25.4
11504.0,10749.0,25673.0,11.5,10.8,25.7
10300.0,10838.0,25297.0,10.3,10.8,25.3
10872.0,10708.0,25719.0,10.9,10.7,25.7
9855.0,10427.0,26073.0,9.9,10.4,26.1
10649.0,10628.0,25502.0,10.7,10.6,25.5
9676.0,10659.0,25428.0,9.7,10.7,25.5
10020.0,10782.0,25050.0,10.0,10.8,25.1
10583.0,10592.0,25522.0,10.6,10.6,25.5
11077.0,10441.0,25118.0,11.1,10.5,25.1
10696.0,10613.0,25259.0,10.7,10.6,25.3
10317.0,10366.0,25775.0,10.3,10.4,25.8
10698.0,10794.0,25708.0,10.7,10.8,25.7
10762.0,10647.0,25531.0,10.8,10.7,25.6
11378.0,10892.0,25196.0,11.4,10.9,25.2
10946.0,10532.0,25779.0,11.0,10.5,25.8
12431.0,10744.0,25956.0,12.4,10.8,26.0
10463.0,10750.0,26492.0,10.5,10.8,26.5
11275.0,10556.0,25759.0,11.3,10.6,25.8
11514.0,10365.0,25374.0,11.5,10.4,25.4
10182.0,10455.0,26014.0,10.2,10.5,26.0
10369.0,10433.0,25413.0,10.4,10.4,25.4
11645.0,10759.0,24874.0,11.7,10.8,24.9
11340.0,10662.0,26599.0,11.4,10.7,26.6
10816.0,10901.0,26788.0,10.8,10.9,26.8
10248.0,10585.0,26557.0,10.3,10.6,26.6
11438.0,10726.0,25160.0,11.4,10.7,25.2
11259.0,10327.0,25966.0,11.3,10.3,26.0
10467.0,11101.0,26272.0,10.5,11.1,26.3
11307.0,10631.0,26306.0,11.3,10.6,26.3
10195.0,10892.0,24852.0,10.2,10.9,24.9
12020.0,10449.0,25851.0,12.0,10.5,25.9
11127.0,10436.0,26127.0,11.1,10.4,26.2
11064.0,10961.0,26150.0,11.1,11.0,26.2
11169.0,10892.0,26698.0,11.2,10.9,26.7
10636.0,10777.0,26331.0,10.6,10.8,26.4
11381.0,10733.0,25619.0,11.4,10.7,25.6
11837.0,11208.0,25597.0,11.8,11.2,25.6
11128.0,11030.0,25544.0,11.1,11.0,25.6
11119.0,10767.0,25650.0,11.1,10.8,25.7
10653.0,10825.0,26703.0,10.7,10.8,26.7
10513.0,11061.0,25829.0,10.5,11.1,25.9
10903.0,10591.0,25445.0,10.9,10.6,25.5
10647.0,10830.0,26459.0,10.7,10.8,26.5
11713.0,10859.0,26122.0,11.7,10.9,26.1
11531.0,10774.0,25793.0,11.5,10.8,25.8
11341.0,10789.0,25585.0,11.4,10.8,25.6
10318.0,11152.0,26417.0,10.3,11.2,26.4
11849.0,10865.0,25410.0,11.9,10.9,25.4
10511.0,10912.0,26506.0,10.5,10.9,26.5
10502.0,10892.0,25897.0,10.5,10.9,25.9
11132.0,10923.0,26135.0,11.1,10.9,26.2
10214.0,11026.0,26305.0,10.2,11.0,26.3
10816.0,10793.0,26012.0,10.8,10.8,26.0
11164.0,10914.0,25070.0,11.2,10.9,25.1
11199.0,10819.0,25790.0,11.2,10.8,25.8
11158.0,11209.0,26293.0,11.2,11.2,26.3
11337.0,11084.0,25713.0,11.3,11.1,25.7
11150.0,10826.0,27229.0,11.2,10.8,27.3
11677.0,10701.0,25747.0,11.7,10.7,25.8
11313.0,10889.0,26497.0,11.3,10.9,26.5
10634.0,10720.0,26564.0,10.6,10.7,26.6
10350.0,10749.0,26342.0,10.4,10.8,26.4
10356.0,10752.0,26158.0,10.4,10.8,26.2
11402.0,11117.0,25972.0,11.4,11.1,26.0
10815.0,10850.0,26801.0,10.8,10.9,26.8
10815.0,10590.0,26373.0,10.8,10.6,26.4
12029.0,10839.0,25952.0,12.0,10.8,26.0
10819.0,10998.0,26524.0,10.8,11.0,26.6
10796.0,11065.0,25266.0,10.8,11.1,25.3
10814.0,10901.0,25810.0,10.8,10.9,25.8
10670.0,10857.0,26759.0,10.7,10.9,26.8
11744.0,10907.0,26567.0,11.8,10.9,26.6
11363.0,10816.0,27820.0,11.4,10.8,27.8
11864.0,11059.0,25898.0,11.9,11.1,25.9
11382.0,10806.0,26504.0,11.4,10.8,26.5
11160.0,10753.0,26964.0,11.2,10.8,27.0
10969.0,11281.0,25891.0,11.0,11.3,25.9
11887.0,10879.0,26002.0,11.9,10.9,26.0
10768.0,11319.0,26934.0,10.8,11.3,27.0
10830.0,11244.0,26206.0,10.8,11.3,26.2
11817.0,11238.0,26500.0,11.8,11.2,26.5
11691.0,11020.0,26427.0,11.7,11.0,26.5
10925.0,10720.0,27135.0,10.9,10.7,27.2
11702.0,11123.0,25756.0,11.7,11.1,25.8
11221.0,10860.0,27027.0,11.2,10.9,27.1
11274.0,10766.0,25676.0,11.3,10.8,25.7
10954.0,10953.0,27300.0,11.0,11.0,27.3
11186.0,11077.0,26821.0,11.2,11.1,26.8
10955.0,11128.0,27160.0,11.0,11.1,27.2
11093.0,11188.0,26058.0,11.1,11.2,26.1
11194.0,10547.0,26320.0,11.2,10.6,26.3
10788.0,11061.0,26183.0,10.8,11.1,26.2
11393.0,10914.0,27012.0,11.4,10.9,27.0
11196.0,11056.0,26893.0,11.2,11.1,26.9
11687.0,11022.0,26456.0,11.7,11.0,26.5
11380.0,10878.0,26517.0,11.4,10.9,26.5
11031.0,11031.0,26495.0,11.0,11.0,26.5
11021.0,11316.0,26664.0,11.0,11.3,26.7
10980.0,11171.0,26516.0,11.0,11.2,26.5
11230.0,11450.0,26850.0,11.2,11.5,26.9
11143.0,11159.0,26940.0,11.2,11.2,27.0
12086.0,10944.0,26449.0,12.1,11.0,26.5
11710.0,11240.0,26396.0,11.7,11.3,26.4
10926.0,11231.0,27561.0,10.9,11.2,27.6
11721.0,11012.0,26917.0,11.7,11.0,26.9
11668.0,11405.0,26949.0,11.7,11.4,27.0
11475.0,10922.0,26783.0,11.5,10.9,26.8
10414.0,11148.0,26551.0,10.4,11.2,26.6
11107.0,11460.0,27001.0,11.1,11.5,27.0
10836.0,10842.0,26496.0,10.8,10.9,26.5
11667.0,11290.0,25695.0,11.7,11.3,25.7
11579.0,11306.0,27620.0,11.6,11.3,27.6
11635.0,11169.0,27046.0,11.6,11.2,27.1
11438.0,11156.0,25196.0,11.4,11.2,25.2
11795.0,11368.0,26940.0,11.8,11.4,27.0
11021.0,11112.0,26923.0,11.0,11.1,26.9
11221.0,11648.0,27879.0,11.2,11.7,27.9
11582.0,10923.0,27244.0,11.6,10.9,27.3
10924.0,11060.0,27093.0,10.9,11.1,27.1
11593.0,10921.0,26394.0,11.6,10.9,26.4
11872.0,11055.0,26914.0,11.9,11.1,26.9
11515.0,11285.0,27516.0,11.5,11.3,27.5
11245.0,11058.0,26880.0,11.3,11.1,26.9
10990.0,11069.0,26781.0,11.0,11.1,26.8
12812.0,11218.0,26298.0,12.8,11.2,26.3
11605.0,11603.0,26829.0,11.6,11.6,26.9
11472.0,11162.0,26835.0,11.5,11.2,26.9
11561.0,11517.0,26086.0,11.6,11.5,26.1
11735.0,11311.0,26899.0,11.7,11.3,26.9
11482.0,11088.0,27740.0,11.5,11.1,27.8
10923.0,11086.0,26868.0,10.9,11.1,26.9
11359.0,11103.0,26902.0,11.4,11.1,26.9
11162.0,11251.0,26900.0,11.2,11.3,26.9
11336.0,11077.0,27024.0,11.3,11.1,27.1
11213.0,10979.0,26866.0,11.2,11.0,26.9
10894.0,11305.0,26092.0,10.9,11.3,26.1
11100.0,11591.0,27769.0,11.1,11.6,27.8
11713.0,11064.0,26830.0,11.7,11.1,26.9
11471.0,11016.0,26734.0,11.5,11.0,26.8
11400.0,11356.0,26903.0,11.4,11.4,26.9
11679.0,11518.0,26961.0,11.7,11.5,27.0
11189.0,11222.0,27488.0,11.2,11.2,27.5
11445.0,11295.0,27451.0,11.5,11.3,27.5
11382.0,11221.0,27285.0,11.4,11.2,27.3
12588.0,11400.0,27416.0,12.6,11.4,27.4
11636.0,11148.0,27348.0,11.6,11.2,27.4
12583.0,10960.0,26561.0,12.6,11.0,26.6
10646.0,11251.0,26936.0,10.7,11.3,27.0
11125.0,11226.0,27071.0,11.1,11.2,27.1
11836.0,11281.0,27510.0,11.8,11.3,27.5
10919.0,11348.0,27063.0,10.9,11.4,27.1
11634.0,11054.0,27479.0,11.6,11.1,27.5
11423.0,11247.0,27759.0,11.4,11.3,27.8
11553.0,11060.0,27012.0,11.6,11.1,27.0
11715.0,11280.0,26289.0,11.7,11.3,26.3
11207.0,11412.0,26941.0,11.2,11.4,27.0
12171.0,11060.0,26455.0,12.2,11.1,26.5
11604.0,11650.0,27509.0,11.6,11.7,27.5
11696.0,11103.0,26213.0,11.7,11.1,26.2
10991.0,11397.0,26073.0,11.0,11.4,26.1
11582.0,11588.0,26779.0,11.6,11.6,26.8
12057.0,11379.0,27619.0,12.1,11.4,27.6
11689.0,11468.0,26680.0,11.7,11.5,26.7
11797.0,11645.0,27083.0,11.8,11.7,27.1
11126.0,11504.0,26446.0,11.1,11.5,26.5
12450.0,11492.0,26424.0,12.5,11.5,26.5
11956.0,11768.0,27377.0,12.0,11.8,27.4
11524.0,11420.0,26889.0,11.5,11.4,26.9
11445.0,11824.0,27155.0,11.5,11.8,27.2
11542.0,11430.0,27465.0,11.6,11.4,27.5
12838.0,11555.0,27397.0,12.9,11.6,27.4
11079.0,11441.0,27420.0,11.1,11.5,27.4
12530.0,11455.0,27620.0,12.5,11.5,27.6
11470.0,11821.0,27773.0,11.5,11.8,27.8
11511.0,11823.0,27389.0,11.5,11.8,27.4
11128.0,11506.0,27732.0,11.1,11.5,27.8
11588.0,11916.0,27725.0,11.6,11.9,27.8
11898.0,11428.0,27341.0,11.9,11.4,27.4
10976.0,11302.0,28368.0,11.0,11.3,28.4
11952.0,11607.0,27968.0,12.0,11.6,28.0
11182.0,11201.0,27563.0,11.2,11.2,27.6
11204.0,11517.0,26970.0,11.2,11.5,27.0
11386.0,11269.0,27779.0,11.4,11.3,27.8
11432.0,11199.0,27982.0,11.4,11.2,28.0
12477.0,11352.0,26500.0,12.5,11.4,26.5
12764.0,11561.0,26881.0,12.8,11.6,26.9
10947.0,11465.0,26777.0,11.0,11.5,26.8
12505.0,11722.0,27285.0,12.5,11.7,27.3
11219.0,11574.0,27375.0,11.2,11.6,27.4
12234.0,11426.0,27185.0,12.2,11.4,27.2
11781.0,11805.0,27797.0,11.8,11.8,27.8
11814.0,11418.0,28032.0,11.8,11.4,28.1
11149.0,11281.0,26428.0,11.2,11.3,26.5
11472.0,11046.0,26946.0,11.5,11.1,27.0
11566.0,11495.0,27251.0,11.6,11.5,27.3
12767.0,11676.0,26866.0,12.8,11.7,26.9
11679.0,11415.0,28148.0,11.7,11.4,28.2
12271.0,11834.0,26728.0,12.3,11.8,26.8
12260.0,11564.0,28322.0,12.3,11.6,28.4
11968.0,11416.0,27478.0,12.0,11.4,27.5
12327.0,11299.0,26726.0,12.3,11.3,26.8
10888.0,11446.0,28665.0,10.9,11.5,28.7
12228.0,11409.0,25966.0,12.2,11.4,26.0
12053.0,11649.0,26545.0,12.1,11.7,26.6
11281.0,11860.0,28227.0,11.3,11.9,28.3
11608.0,11862.0,28217.0,11.6,11.9,28.2
12153.0,11719.0,27929.0,12.2,11.7,28.0
11460.0,11424.0,27968.0,11.5,11.4,28.0
11628.0,11755.0,26852.0,11.6,11.8,26.9
11840.0,11904.0,28435.0,11.9,11.9,28.5
11376.0,11692.0,27346.0,11.4,11.7,27.4
11275.0,11924.0,27214.0,11.3,11.9,27.2
11640.0,11382.0,27024.0,11.7,11.4,27.1
11824.0,11585.0,26991.0,11.8,11.6,27.0
11230.0,11822.0,27970.0,11.2,11.8,28.0
11754.0,11289.0,28314.0,11.8,11.3,28.3
12030.0,11778.0,27635.0,12.0,11.8,27.7
12074.0,11210.0,26968.0,12.1,11.2,27.0
11628.0,11663.0,27066.0,11.6,11.7,27.1
11218.0,11723.0,28116.0,11.2,11.7,28.1
11350.0,11398.0,28170.0,11.4,11.4,28.2
11874.0,11590.0,27057.0,11.9,11.6,27.1
11840.0,11459.0,26912.0,11.9,11.5,26.9
11180.0,11627.0,27236.0,11.2,11.6,27.3
11548.0,11768.0,27493.0,11.6,11.8,27.5
11897.0,11178.0,28149.0,11.9,11.2,28.2
11766.0,11450.0,27612.0,11.8,11.5,27.6
12589.0,11725.0,27255.0,12.6,11.7,27.3
11990.0,11699.0,27015.0,12.0,11.7,27.0
12325.0,11352.0,28030.0,12.3,11.4,28.1
12036.0,11485.0,27634.0,12.0,11.5,27.7
11917.0,11620.0,27308.0,11.9,11.6,27.3
11449.0,11758.0,28617.0,11.5,11.8,28.6
12280.0,12024.0,27404.0,12.3,12.0,27.4
12289.0,11732.0,27578.0,12.3,11.7,27.6
11341.0,11472.0,26976.0,11.4,11.5,27.0
12066.0,11696.0,27736.0,12.1,11.7,27.8
11426.0,11704.0,27771.0,11.4,11.7,27.8
12524.0,11632.0,27649.0,12.5,11.6,27.7
11801.0,12094.0,26066.0,11.8,12.1,26.1
12780.0,11345.0,27701.0,12.8,11.4,27.7
11507.0,11553.0,27606.0,11.5,11.6,27.6
12061.0,11437.0,27602.0,12.1,11.4,27.6
11325.0,11740.0,28269.0,11.3,11.8,28.3
11931.0,11721.0,27264.0,11.9,11.7,27.3
11957.0,11809.0,27535.0,12.0,11.8,27.6
11293.0,11994.0,28272.0,11.3,12.0,28.3
11763.0,11875.0,27410.0,11.8,11.9,27.4
11475.0,11768.0,28077.0,11.5,11.8,28.1
11379.0,12330.0,28302.0,11.4,12.3,28.3
11907.0,11620.0,27284.0,11.9,11.6,27.3
11883.0,11655.0,27340.0,11.9,11.7,27.4
12091.0,11769.0,27344.0,12.1,11.8,27.4
12024.0,11922.0,27838.0,12.0,11.9,27.9
11960.0,11930.0,27868.0,12.0,11.9,27.9
12587.0,11763.0,27288.0,12.6,11.8,27.3
12643.0,11603.0,27186.0,12.7,11.6,27.2
11539.0,11736.0,27619.0,11.6,11.7,27.6
11350.0,12122.0,28569.0,11.4,12.1,28.6
12205.0,11475.0,27300.0,12.2,11.5,27.3
12099.0,11677.0,28036.0,12.1,11.7,28.1
11859.0,11921.0,28362.0,11.9,11.9,28.4
12811.0,11926.0,27491.0,12.8,11.9,27.5
12260.0,12054.0,27558.0,12.3,12.1,27.6
12787.0,11334.0,28495.0,12.8,11.3,28.5
11992.0,12032.0,28147.0,12.0,12.0,28.2
12219.0,11659.0,27441.0,12.2,11.7,27.5
13276.0,11456.0,27003.0,13.3,11.5,27.0
11865.0,11688.0,28092.0,11.9,11.7,28.1
11899.0,11487.0,28669.0,11.9,11.5,28.7
12511.0,11686.0,27272.0,12.5,11.7,27.3
12342.0,12104.0,28295.0,12.4,12.1,28.3
11551.0,11806.0,27126.0,11.6,11.8,27.2
11844.0,12007.0,28193.0,11.9,12.0,28.2
12390.0,11789.0,27060.0,12.4,11.8,27.1
11756.0,11712.0,27843.0,11.8,11.7,27.9
11818.0,11873.0,28457.0,11.8,11.9,28.5
12001.0,11489.0,27891.0,12.0,11.5,27.9
11444.0,11993.0,27186.0,11.5,12.0,27.2
12715.0,11784.0,28609.0,12.7,11.8,28.6
12709.0,12016.0,27536.0,12.7,12.0,27.6
12680.0,11568.0,28186.0,12.7,11.6,28.2
11837.0,11743.0,27310.0,11.8,11.8,27.3
11830.0,11620.0,27793.0,11.8,11.6,27.8
11628.0,11862.0,27826.0,11.6,11.9,27.9
12669.0,12090.0,27299.0,12.7,12.1,27.3
12130.0,11948.0,27182.0,12.1,12.0,27.2
12356.0,11587.0,26943.0,12.4,11.6,27.0
12633.0,11776.0,28534.0,12.6,11.8,28.6
12292.0,11904.0,27473.0,12.3,11.9,27.5
11804.0,11860.0,27706.0,11.8,11.9,27.7
12108.0,11683.0,26768.0,12.1,11.7,26.8
11203.0,11679.0,27976.0,11.2,11.7,28.0
12567.0,11766.0,27862.0,12.6,11.8,27.9
12506.0,11976.0,27243.0,12.5,12.0,27.3
12157.0,11747.0,27237.0,12.2,11.8,27.3
12520.0,11779.0,27702.0,12.5,11.8,27.7
